#Conversion of scaffold names used in genome assemblies (left) and in this manuscript (right)

scaffold1_size1318325_1_614794	scaffold1_1
scaffold8911_size8531	scaffold8911_1
scaffold8912_size8529	scaffold8912_1
scaffold8913_size8524	scaffold8913_1
scaffold8914_size8524	scaffold8914_1
scaffold8915_size8523	scaffold8915_1
scaffold8916_size8523	scaffold8916_1
scaffold8917_size8522	scaffold8917_1
scaffold8918_size8522	scaffold8918_1
scaffold8919_size8521	scaffold8919_1
scaffold8920_size8518	scaffold8920_1
scaffold8921_size8518	scaffold8921_1
scaffold8922_size8511	scaffold8922_1
scaffold8923_size8509	scaffold8923_1
scaffold8924_size8497	scaffold8924_1
scaffold8925_size8495	scaffold8925_1
scaffold8926_size8495	scaffold8926_1
scaffold8927_size8495	scaffold8927_1
scaffold8928_size8495	scaffold8928_1
scaffold8929_size8494	scaffold8929_1
scaffold8930_size8491	scaffold8930_1
scaffold8931_size8488	scaffold8931_1
scaffold8932_size8484	scaffold8932_1
scaffold8933_size8483	scaffold8933_1
scaffold8934_size8479	scaffold8934_1
scaffold8935_size8478	scaffold8935_1
scaffold8936_size8478	scaffold8936_1
scaffold8937_size8475	scaffold8937_1
scaffold8938_size8474	scaffold8938_1
scaffold8939_size8473	scaffold8939_1
scaffold8940_size8471	scaffold8940_1
scaffold8941_size8470	scaffold8941_1
scaffold8942_size8467	scaffold8942_1
scaffold8943_size8460	scaffold8943_1
scaffold8944_size8457	scaffold8944_1
scaffold8945_size8456	scaffold8945_1
scaffold8946_size8449	scaffold8946_1
scaffold8947_size8446	scaffold8947_1
scaffold8948_size8446	scaffold8948_1
scaffold8949_size8446	scaffold8949_1
scaffold8950_size8444	scaffold8950_1
scaffold8951_size8443	scaffold8951_1
scaffold8952_size8440	scaffold8952_1
scaffold8953_size8434	scaffold8953_1
scaffold8954_size8433	scaffold8954_1
scaffold8955_size8432	scaffold8955_1
scaffold8956_size8431	scaffold8956_1
scaffold8957_size8429	scaffold8957_1
scaffold8958_size8426	scaffold8958_1
scaffold8959_size8422	scaffold8959_1
scaffold8960_size8418	scaffold8960_1
scaffold8961_size8418	scaffold8961_1
scaffold8962_size8409	scaffold8962_1
scaffold8963_size8400	scaffold8963_1
scaffold8964_size8399	scaffold8964_1
scaffold8965_size8393	scaffold8965_1
scaffold8966_size8391	scaffold8966_1
scaffold8967_size8388	scaffold8967_1
scaffold8968_size8384	scaffold8968_1
scaffold8969_size8383	scaffold8969_1
scaffold8970_size8380	scaffold8970_1
scaffold8971_size8379	scaffold8971_1
scaffold8972_size8378	scaffold8972_1
scaffold8973_size8375	scaffold8973_1
scaffold8974_size8375	scaffold8974_1
scaffold8975_size8372	scaffold8975_1
scaffold8976_size8372	scaffold8976_1
scaffold8977_size8371	scaffold8977_1
scaffold8978_size8370	scaffold8978_1
scaffold8979_size8369	scaffold8979_1
scaffold8980_size8368	scaffold8980_1
scaffold8981_size8367	scaffold8981_1
scaffold8982_size8356	scaffold8982_1
scaffold8983_size8356	scaffold8983_1
scaffold8984_size8354	scaffold8984_1
scaffold8985_size8350	scaffold8985_1
scaffold8986_size8347	scaffold8986_1
scaffold8987_size8340	scaffold8987_1
scaffold8988_size8338	scaffold8988_1
scaffold8989_size8334	scaffold8989_1
scaffold8990_size8332	scaffold8990_1
scaffold8991_size8330	scaffold8991_1
scaffold8992_size8328	scaffold8992_1
scaffold8993_size8328	scaffold8993_1
scaffold8994_size8327	scaffold8994_1
scaffold8995_size8320	scaffold8995_1
scaffold8996_size8318	scaffold8996_1
scaffold8997_size8318	scaffold8997_1
scaffold8998_size8310	scaffold8998_1
scaffold8999_size8307	scaffold8999_1
scaffold9000_size8305	scaffold9000_1
scaffold9001_size8304	scaffold9001_1
scaffold9002_size8301	scaffold9002_1
scaffold9003_size8294	scaffold9003_1
scaffold9004_size8292	scaffold9004_1
scaffold9005_size8286	scaffold9005_1
scaffold9006_size8285	scaffold9006_1
scaffold9007_size8279	scaffold9007_1
scaffold9008_size8276	scaffold9008_1
scaffold9009_size8275	scaffold9009_1
scaffold9010_size8275	scaffold9010_1
scaffold9011_size8274	scaffold9011_1
scaffold9012_size8272	scaffold9012_1
scaffold9013_size8266	scaffold9013_1
scaffold9014_size8264	scaffold9014_1
scaffold9015_size8264	scaffold9015_1
scaffold9016_size8264	scaffold9016_1
scaffold9017_size8263	scaffold9017_1
scaffold9018_size8260	scaffold9018_1
scaffold9019_size8257	scaffold9019_1
scaffold9020_size8257	scaffold9020_1
scaffold9021_size8255	scaffold9021_1
scaffold9022_size8252	scaffold9022_1
scaffold9023_size8252	scaffold9023_1
scaffold9024_size8249	scaffold9024_1
scaffold9025_size8246	scaffold9025_1
scaffold9026_size8244	scaffold9026_1
scaffold9027_size8242	scaffold9027_1
scaffold9028_size8239	scaffold9028_1
scaffold9029_size8237	scaffold9029_1
scaffold9030_size8237	scaffold9030_1
scaffold9031_size8236	scaffold9031_1
scaffold9032_size8235	scaffold9032_1
scaffold9033_size8228	scaffold9033_1
scaffold9034_size8226	scaffold9034_1
scaffold9035_size8226	scaffold9035_1
scaffold9036_size8220	scaffold9036_1
scaffold9037_size8219	scaffold9037_1
scaffold9038_size8217	scaffold9038_1
scaffold9039_size8216	scaffold9039_1
scaffold9040_size8215	scaffold9040_1
scaffold9041_size8213	scaffold9041_1
scaffold9042_size8210	scaffold9042_1
scaffold9043_size8207	scaffold9043_1
scaffold9044_size8202	scaffold9044_1
scaffold9045_size8199	scaffold9045_1
scaffold9046_size8199	scaffold9046_1
scaffold9047_size8196	scaffold9047_1
scaffold9048_size8189	scaffold9048_1
scaffold9049_size8188	scaffold9049_1
scaffold9050_size8183	scaffold9050_1
scaffold9051_size8182	scaffold9051_1
scaffold9052_size8182	scaffold9052_1
scaffold9053_size8181	scaffold9053_1
scaffold9054_size8176	scaffold9054_1
scaffold9055_size8175	scaffold9055_1
scaffold9056_size8173	scaffold9056_1
scaffold9057_size8172	scaffold9057_1
scaffold9058_size8167	scaffold9058_1
scaffold9059_size8164	scaffold9059_1
scaffold9060_size8162	scaffold9060_1
scaffold9061_size8159	scaffold9061_1
scaffold9062_size8157	scaffold9062_1
scaffold9063_size8156	scaffold9063_1
scaffold9064_size8151	scaffold9064_1
scaffold9065_size8150	scaffold9065_1
scaffold9066_size8148	scaffold9066_1
scaffold9067_size8147	scaffold9067_1
scaffold9068_size8145	scaffold9068_1
scaffold9069_size8145	scaffold9069_1
scaffold9070_size8140	scaffold9070_1
scaffold9071_size8140	scaffold9071_1
scaffold9072_size8138	scaffold9072_1
scaffold9073_size8137	scaffold9073_1
scaffold9074_size8132	scaffold9074_1
scaffold9075_size8128	scaffold9075_1
scaffold9076_size8124	scaffold9076_1
scaffold9077_size8121	scaffold9077_1
scaffold9078_size8121	scaffold9078_1
scaffold9079_size8120	scaffold9079_1
scaffold9080_size8119	scaffold9080_1
scaffold9081_size8112	scaffold9081_1
scaffold9082_size8111	scaffold9082_1
scaffold9083_size8108	scaffold9083_1
scaffold9084_size8107	scaffold9084_1
scaffold9085_size8106	scaffold9085_1
scaffold9086_size8105	scaffold9086_1
scaffold9087_size8105	scaffold9087_1
scaffold9088_size8101	scaffold9088_1
scaffold9089_size8099	scaffold9089_1
scaffold9090_size8097	scaffold9090_1
scaffold9091_size8096	scaffold9091_1
scaffold9092_size8094	scaffold9092_1
scaffold9093_size8093	scaffold9093_1
scaffold9094_size8092	scaffold9094_1
scaffold9095_size8092	scaffold9095_1
scaffold9096_size8087	scaffold9096_1
scaffold9097_size8081	scaffold9097_1
scaffold9098_size8079	scaffold9098_1
scaffold9099_size8077	scaffold9099_1
scaffold9100_size8077_1_2031	scaffold9100_1
scaffold9100_size8077_3367_4654	scaffold9100_2
scaffold9100_size8077_6684_8077	scaffold9100_3
scaffold9101_size8076	scaffold9101_1
scaffold9102_size8074	scaffold9102_1
scaffold9103_size8074	scaffold9103_1
scaffold9104_size8074	scaffold9104_1
scaffold9105_size8065	scaffold9105_1
scaffold9106_size8065	scaffold9106_1
scaffold9107_size8064	scaffold9107_1
scaffold9108_size8059	scaffold9108_1
scaffold9109_size8059	scaffold9109_1
scaffold9110_size8059	scaffold9110_1
scaffold9111_size8058	scaffold9111_1
scaffold9112_size8052	scaffold9112_1
scaffold9113_size8050	scaffold9113_1
scaffold9114_size8050	scaffold9114_1
scaffold9115_size8050	scaffold9115_1
scaffold9116_size8045	scaffold9116_1
scaffold9117_size8042	scaffold9117_1
scaffold9118_size8038	scaffold9118_1
scaffold9119_size8034	scaffold9119_1
scaffold9120_size8030	scaffold9120_1
scaffold9121_size8022	scaffold9121_1
scaffold9122_size8017	scaffold9122_1
scaffold9123_size8012	scaffold9123_1
scaffold9124_size8012	scaffold9124_1
scaffold9125_size8012	scaffold9125_1
scaffold9126_size8012	scaffold9126_1
scaffold9127_size8002	scaffold9127_1
scaffold9128_size8001	scaffold9128_1
scaffold9129_size7999	scaffold9129_1
scaffold9130_size7998	scaffold9130_1
scaffold9131_size7998	scaffold9131_1
scaffold9132_size7998	scaffold9132_1
scaffold9133_size7996	scaffold9133_1
scaffold9134_size7995	scaffold9134_1
scaffold9135_size7995	scaffold9135_1
scaffold9136_size7990	scaffold9136_1
scaffold9137_size7986	scaffold9137_1
scaffold9138_size7977	scaffold9138_1
scaffold9139_size7973	scaffold9139_1
scaffold9140_size7967	scaffold9140_1
scaffold9141_size7965	scaffold9141_1
scaffold9142_size7965	scaffold9142_1
scaffold9143_size7963	scaffold9143_1
scaffold9144_size7962	scaffold9144_1
scaffold9145_size7961	scaffold9145_1
scaffold9146_size7959	scaffold9146_1
scaffold9147_size7958	scaffold9147_1
scaffold9148_size7955	scaffold9148_1
scaffold9149_size7952	scaffold9149_1
scaffold9150_size7947	scaffold9150_1
scaffold9151_size7945	scaffold9151_1
scaffold9152_size7942	scaffold9152_1
scaffold9153_size7922	scaffold9153_1
scaffold9154_size7920	scaffold9154_1
scaffold9155_size7917	scaffold9155_1
scaffold9156_size7909	scaffold9156_1
scaffold9157_size7909	scaffold9157_1
scaffold9158_size7906	scaffold9158_1
scaffold9159_size7906	scaffold9159_1
scaffold9160_size7898	scaffold9160_1
scaffold9161_size7896	scaffold9161_1
scaffold9162_size7889	scaffold9162_1
scaffold9163_size7887	scaffold9163_1
scaffold9164_size7884	scaffold9164_1
scaffold9165_size7882	scaffold9165_1
scaffold9166_size7881	scaffold9166_1
scaffold9167_size7880	scaffold9167_1
scaffold9168_size7878	scaffold9168_1
scaffold9169_size7875	scaffold9169_1
scaffold9170_size7874	scaffold9170_1
scaffold9171_size7869	scaffold9171_1
scaffold9172_size7866	scaffold9172_1
scaffold9173_size7865	scaffold9173_1
scaffold9174_size7864	scaffold9174_1
scaffold9175_size7861	scaffold9175_1
scaffold9176_size7860	scaffold9176_1
scaffold9177_size7859	scaffold9177_1
scaffold9178_size7858	scaffold9178_1
scaffold9179_size7857	scaffold9179_1
scaffold9180_size7855	scaffold9180_1
scaffold9181_size7848	scaffold9181_1
scaffold9182_size7847	scaffold9182_1
scaffold9183_size7847	scaffold9183_1
scaffold9184_size7844	scaffold9184_1
scaffold9185_size7842	scaffold9185_1
scaffold9186_size7840	scaffold9186_1
scaffold9187_size7840	scaffold9187_1
scaffold9188_size7835	scaffold9188_1
scaffold9189_size7833	scaffold9189_1
scaffold9190_size7831	scaffold9190_1
scaffold9191_size7829	scaffold9191_1
scaffold9192_size7822	scaffold9192_1
scaffold9193_size7820	scaffold9193_1
scaffold9194_size7816	scaffold9194_1
scaffold9195_size7814	scaffold9195_1
scaffold9196_size7809	scaffold9196_1
scaffold9197_size7807	scaffold9197_1
scaffold9198_size7806	scaffold9198_1
scaffold9199_size7803	scaffold9199_1
scaffold9200_size7802	scaffold9200_1
scaffold9201_size7800	scaffold9201_1
scaffold9202_size7800	scaffold9202_1
scaffold9203_size7796	scaffold9203_1
scaffold9204_size7796	scaffold9204_1
scaffold9205_size7796	scaffold9205_1
scaffold9206_size7793	scaffold9206_1
scaffold9207_size7791	scaffold9207_1
scaffold9208_size7787	scaffold9208_1
scaffold9209_size7778	scaffold9209_1
scaffold9210_size7778	scaffold9210_1
scaffold9211_size7778	scaffold9211_1
scaffold9212_size7777	scaffold9212_1
scaffold9213_size7776	scaffold9213_1
scaffold9214_size7772	scaffold9214_1
scaffold9215_size7767	scaffold9215_1
scaffold9216_size7766	scaffold9216_1
scaffold9217_size7760	scaffold9217_1
scaffold9218_size7756	scaffold9218_1
scaffold9219_size7755	scaffold9219_1
scaffold9220_size7753	scaffold9220_1
scaffold9221_size7752	scaffold9221_1
scaffold9222_size7747	scaffold9222_1
scaffold9223_size7744	scaffold9223_1
scaffold9224_size7744	scaffold9224_1
scaffold9225_size7743	scaffold9225_1
scaffold9226_size7741	scaffold9226_1
scaffold9227_size7734	scaffold9227_1
scaffold9228_size7731	scaffold9228_1
scaffold9229_size7731	scaffold9229_1
scaffold9230_size7731	scaffold9230_1
scaffold9231_size7730	scaffold9231_1
scaffold9232_size7725	scaffold9232_1
scaffold9233_size7725	scaffold9233_1
scaffold9234_size7721	scaffold9234_1
scaffold9235_size7719	scaffold9235_1
scaffold9236_size7710	scaffold9236_1
scaffold9237_size7708	scaffold9237_1
scaffold9238_size7707	scaffold9238_1
scaffold9239_size7705	scaffold9239_1
scaffold9240_size7702	scaffold9240_1
scaffold9241_size7694	scaffold9241_1
scaffold9242_size7692	scaffold9242_1
scaffold9243_size7691	scaffold9243_1
scaffold9244_size7685	scaffold9244_1
scaffold9245_size7680	scaffold9245_1
scaffold9246_size7680	scaffold9246_1
scaffold9247_size7675	scaffold9247_1
scaffold9248_size7672	scaffold9248_1
scaffold9249_size7670	scaffold9249_1
scaffold9250_size7669	scaffold9250_1
scaffold9251_size7668	scaffold9251_1
scaffold9252_size7659	scaffold9252_1
scaffold9253_size7651	scaffold9253_1
scaffold9254_size7650	scaffold9254_1
scaffold9255_size7648	scaffold9255_1
scaffold9256_size7648	scaffold9256_1
scaffold9257_size7646	scaffold9257_1
scaffold9258_size7644	scaffold9258_1
scaffold9259_size7643	scaffold9259_1
scaffold9260_size7643	scaffold9260_1
scaffold9261_size7641	scaffold9261_1
scaffold9262_size7640	scaffold9262_1
scaffold9263_size7636	scaffold9263_1
scaffold9264_size7630	scaffold9264_1
scaffold9265_size7629	scaffold9265_1
scaffold9266_size7625	scaffold9266_1
scaffold9267_size7623	scaffold9267_1
scaffold9268_size7620	scaffold9268_1
scaffold9269_size7620	scaffold9269_1
scaffold9270_size7617	scaffold9270_1
scaffold9271_size7617	scaffold9271_1
scaffold9272_size7617	scaffold9272_1
scaffold9273_size7615	scaffold9273_1
scaffold9274_size7615	scaffold9274_1
scaffold9275_size7614	scaffold9275_1
scaffold9276_size7614	scaffold9276_1
scaffold9277_size7612	scaffold9277_1
scaffold9278_size7607	scaffold9278_1
scaffold9279_size7603	scaffold9279_1
scaffold9280_size7602	scaffold9280_1
scaffold9281_size7599	scaffold9281_1
scaffold9282_size7599	scaffold9282_1
scaffold9283_size7599	scaffold9283_1
scaffold9284_size7598	scaffold9284_1
scaffold9285_size7598	scaffold9285_1
scaffold9286_size7597	scaffold9286_1
scaffold9287_size7590	scaffold9287_1
scaffold9288_size7590	scaffold9288_1
scaffold9289_size7586	scaffold9289_1
scaffold9290_size7586	scaffold9290_1
scaffold9291_size7584	scaffold9291_1
scaffold9292_size7575	scaffold9292_1
scaffold9293_size7575	scaffold9293_1
scaffold9294_size7570	scaffold9294_1
scaffold9295_size7570	scaffold9295_1
scaffold9296_size7568	scaffold9296_1
scaffold9297_size7566	scaffold9297_1
scaffold9298_size7563	scaffold9298_1
scaffold9299_size7563	scaffold9299_1
scaffold9300_size7556	scaffold9300_1
scaffold9301_size7555	scaffold9301_1
scaffold9302_size7552	scaffold9302_1
scaffold9303_size8796	scaffold9303_1
scaffold9304_size7551	scaffold9304_1
scaffold9305_size7550	scaffold9305_1
scaffold9306_size7547	scaffold9306_1
scaffold9307_size7544	scaffold9307_1
scaffold9308_size7544	scaffold9308_1
scaffold9309_size7540	scaffold9309_1
scaffold9310_size7538	scaffold9310_1
scaffold9311_size7538	scaffold9311_1
scaffold9312_size7535	scaffold9312_1
scaffold9313_size7534	scaffold9313_1
scaffold9314_size7531	scaffold9314_1
scaffold9315_size7530	scaffold9315_1
scaffold9316_size7529	scaffold9316_1
scaffold9317_size7528	scaffold9317_1
scaffold9318_size7526	scaffold9318_1
scaffold9319_size7524	scaffold9319_1
scaffold9320_size7524	scaffold9320_1
scaffold9321_size7521	scaffold9321_1
scaffold9322_size7520	scaffold9322_1
scaffold9323_size7519	scaffold9323_1
scaffold9324_size7515	scaffold9324_1
scaffold9325_size7515	scaffold9325_1
scaffold9326_size7515	scaffold9326_1
scaffold9327_size7514	scaffold9327_1
scaffold9328_size7513	scaffold9328_1
scaffold9329_size7509	scaffold9329_1
scaffold9330_size7508	scaffold9330_1
scaffold9331_size7507	scaffold9331_1
scaffold9332_size7506	scaffold9332_1
scaffold9333_size7506	scaffold9333_1
scaffold9334_size7506	scaffold9334_1
scaffold9335_size7506	scaffold9335_1
scaffold9336_size7501	scaffold9336_1
scaffold9337_size7499	scaffold9337_1
scaffold9338_size7499	scaffold9338_1
scaffold9339_size7498	scaffold9339_1
scaffold9340_size7488	scaffold9340_1
scaffold9341_size7486	scaffold9341_1
scaffold9342_size7485	scaffold9342_1
scaffold9343_size7485	scaffold9343_1
scaffold9344_size7485	scaffold9344_1
scaffold9345_size7484	scaffold9345_1
scaffold9346_size7483	scaffold9346_1
scaffold9347_size7480	scaffold9347_1
scaffold9348_size7480	scaffold9348_1
scaffold9349_size7479	scaffold9349_1
scaffold9350_size7474	scaffold9350_1
scaffold9351_size7473	scaffold9351_1
scaffold9352_size7472	scaffold9352_1
scaffold9353_size7472	scaffold9353_1
scaffold9354_size7469	scaffold9354_1
scaffold9355_size7465	scaffold9355_1
scaffold9356_size7461	scaffold9356_1
scaffold9357_size7455	scaffold9357_1
scaffold9358_size7455	scaffold9358_1
scaffold9359_size7453	scaffold9359_1
scaffold9360_size7451	scaffold9360_1
scaffold9361_size7448	scaffold9361_1
scaffold9362_size7446	scaffold9362_1
scaffold9363_size7443	scaffold9363_1
scaffold9364_size7441	scaffold9364_1
scaffold9365_size7440	scaffold9365_1
scaffold9366_size7438_1_1433	scaffold9366_1
scaffold9366_size7438_2461_4315	scaffold9366_2
scaffold9366_size7438_5504_7438	scaffold9366_3
scaffold9367_size7437	scaffold9367_1
scaffold9368_size7434	scaffold9368_1
scaffold9369_size7429	scaffold9369_1
scaffold9370_size16952_1_7274	scaffold9370_1
scaffold9370_size16952_9526_10817	scaffold9370_2
scaffold9370_size16952_12623_16952	scaffold9370_3
scaffold9371_size7427	scaffold9371_1
scaffold9372_size7426	scaffold9372_1
scaffold9373_size7426	scaffold9373_1
scaffold9374_size7426	scaffold9374_1
scaffold9375_size7421	scaffold9375_1
scaffold9376_size7420	scaffold9376_1
scaffold9377_size7419	scaffold9377_1
scaffold9378_size7418	scaffold9378_1
scaffold9379_size7417	scaffold9379_1
scaffold9380_size7415	scaffold9380_1
scaffold9381_size7410	scaffold9381_1
scaffold9382_size7409	scaffold9382_1
scaffold9383_size7408	scaffold9383_1
scaffold9384_size7406	scaffold9384_1
scaffold9385_size7405	scaffold9385_1
scaffold9386_size7403	scaffold9386_1
scaffold9387_size7403	scaffold9387_1
scaffold9388_size7402	scaffold9388_1
scaffold9389_size7401	scaffold9389_1
scaffold9390_size7398	scaffold9390_1
scaffold9391_size7397	scaffold9391_1
scaffold9392_size7395	scaffold9392_1
scaffold9393_size7395	scaffold9393_1
scaffold9394_size7395	scaffold9394_1
scaffold9395_size7395	scaffold9395_1
scaffold9396_size7393	scaffold9396_1
scaffold9397_size7391	scaffold9397_1
scaffold9398_size7391	scaffold9398_1
scaffold9399_size7391	scaffold9399_1
scaffold9400_size7389	scaffold9400_1
scaffold9401_size7389	scaffold9401_1
scaffold9402_size7387	scaffold9402_1
scaffold9403_size7386	scaffold9403_1
scaffold9404_size7383	scaffold9404_1
scaffold9405_size7383	scaffold9405_1
scaffold9406_size7381	scaffold9406_1
scaffold9407_size7377	scaffold9407_1
scaffold9408_size7373	scaffold9408_1
scaffold9409_size7362	scaffold9409_1
scaffold9410_size7359	scaffold9410_1
scaffold9411_size7356	scaffold9411_1
scaffold9412_size7356	scaffold9412_1
scaffold9413_size7354	scaffold9413_1
scaffold9414_size7353	scaffold9414_1
scaffold9415_size7352	scaffold9415_1
scaffold9416_size7352	scaffold9416_1
scaffold9417_size7352	scaffold9417_1
scaffold9418_size7348	scaffold9418_1
