scaffold	pos	zscore	pvalue	adjpvalue	beta	FDRpvalue	absBetax1000
scaffold2337_size55745	27209	-5.560414071	1.96E-06	4.48E-06	-0.000101796	0.028382699	1.02E-01
scaffold2340_size55645	664	-5.473382503	2.59E-06	6.30E-06	-8.14E-05	0.033071149	8.14E-02
scaffold2340_size55645	746	-5.36268535	3.70E-06	9.66E-06	-7.53E-05	0.040474805	7.53E-02
scaffold2346_size78493	47868	-5.540748376	2.09E-06	4.84E-06	-1.69E-05	0.02971633	1.69E-02
scaffold2352_size55472	14993	6.445495972	1.12E-07	1.05E-07	0.000201106	0.004169822	2.01E-01
scaffold2352_size55472	15017	5.349454666	3.87E-06	1.02E-05	0.000191658	0.041344535	1.92E-01
scaffold2352_size55472	15698	5.236648783	5.55E-06	1.56E-05	0.000184599	0.049756111	1.85E-01
scaffold2354_size55437	7738	-5.889280224	6.76E-07	1.18E-06	-0.00010178	0.015030208	1.02E-01
scaffold2356_size55430_10700_55430	8670	-5.238616339	5.52E-06	1.54E-05	-8.30E-05	0.049579936	8.30E-02
scaffold2356_size55430_10700_55430	13160	-5.324146825	4.19E-06	1.12E-05	-8.75E-05	0.043403819	8.75E-02
scaffold2363_size55309	44984	-5.35556029	3.79E-06	9.93E-06	-4.22E-05	0.040936669	4.22E-02
scaffold2364_size55305	7163	5.342091608	3.96E-06	1.04E-05	0.000106406	0.041824923	1.06E-01
scaffold2372_size55209	32914	-5.419594386	3.08E-06	7.76E-06	-8.46E-05	0.03684251	8.46E-02
scaffold2377_size55042	27094	-5.682750088	1.32E-06	2.75E-06	-6.68E-05	0.022576561	6.68E-02
scaffold2381_size55011_1_50071	39630	-5.261695219	5.13E-06	1.42E-05	-0.000200185	0.048101376	2.00E-01
scaffold2386_size54926	19349	-5.334395437	4.06E-06	1.08E-05	-5.29E-05	0.042485284	5.29E-02
scaffold2387_size54893	27100	5.291729132	4.65E-06	1.26E-05	8.61E-05	0.045830684	8.61E-02
scaffold2387_size54893	45104	-5.486510279	2.49E-06	5.99E-06	-9.90E-05	0.03222813	9.90E-02
scaffold2397_size54707	13851	5.320550553	4.24E-06	1.13E-05	0.000118857	0.043668498	1.19E-01
scaffold2401_size54628_1_33254	28175	-5.243996286	5.43E-06	1.51E-05	-6.05E-05	0.049207979	6.05E-02
scaffold2401_size54628_1_33254	28177	-5.243996286	5.43E-06	1.51E-05	-6.05E-05	0.049207979	6.05E-02
scaffold2413_size54429	11186	5.468180577	2.64E-06	6.43E-06	7.42E-05	0.033388578	7.42E-02
scaffold2413_size54429	49348	-5.319081296	4.26E-06	1.14E-05	-7.29E-05	0.043733659	7.29E-02
scaffold2418_size54369	45916	-5.899267764	6.55E-07	1.13E-06	-0.000113251	0.014776576	1.13E-01
scaffold2418_size54369	47969	-5.386729831	3.43E-06	8.81E-06	-9.16E-05	0.039008634	9.16E-02
scaffold2418_size54369	48122	-5.618396566	1.62E-06	3.56E-06	-9.75E-05	0.025725466	9.75E-02
scaffold2418_size54369	52223	-5.236262744	5.56E-06	1.56E-05	-0.000104795	0.049764726	1.05E-01
scaffold2418_size54369	53366	-5.296526863	4.58E-06	1.24E-05	-9.80E-05	0.045447692	9.80E-02
scaffold2418_size54369	53552	-5.61057048	1.67E-06	3.67E-06	-8.13E-05	0.026045017	8.13E-02
scaffold2434_size54087	44951	-5.453094375	2.77E-06	6.82E-06	-6.20E-05	0.034473152	6.20E-02
scaffold2442_size53863	29314	-5.348636764	3.88E-06	1.02E-05	-9.64E-05	0.041429039	9.64E-02
scaffold2442_size53863	29381	-5.352410527	3.83E-06	1.00E-05	-0.000107791	0.041204661	1.08E-01
scaffold2442_size53863	29769	-5.396471459	3.32E-06	8.49E-06	-0.000115515	0.038448892	1.16E-01
scaffold2442_size53863	29771	-5.396471459	3.32E-06	8.49E-06	-0.000115515	0.038448892	1.16E-01
scaffold2442_size53863	29871	-5.57039446	1.90E-06	4.31E-06	-0.000115853	0.02813697	1.16E-01
scaffold2442_size53863	29885	-5.865107163	7.31E-07	1.30E-06	-0.000137493	0.015822539	1.37E-01
scaffold2443_size53841_1_14262	6684	-5.302094923	4.50E-06	1.22E-05	-6.68E-05	0.04487712	6.68E-02
scaffold2448_size53769	30976	-5.329846558	4.12E-06	1.09E-05	-5.41E-05	0.042919148	5.41E-02
scaffold2448_size53769	30987	-5.305959951	4.45E-06	1.20E-05	-5.93E-05	0.044570923	5.93E-02
scaffold2451_size53744_25818_40852	13905	-5.24377288	5.43E-06	1.51E-05	-7.08E-05	0.049227712	7.08E-02
scaffold2451_size53744_25818_40852	13911	-5.307619733	4.42E-06	1.19E-05	-7.32E-05	0.044433687	7.32E-02
scaffold2451_size53744_25818_40852	13912	-5.307619733	4.42E-06	1.19E-05	-7.32E-05	0.044433687	7.32E-02
scaffold2451_size53744_25818_40852	13937	-5.487729248	2.48E-06	5.96E-06	-8.43E-05	0.032141191	8.43E-02
scaffold2451_size53744_25818_40852	13940	-5.448115906	2.81E-06	6.95E-06	-8.78E-05	0.034826193	8.78E-02
scaffold2451_size53744_25818_40852	13958	-5.291091347	4.66E-06	1.27E-05	-8.11E-05	0.045849703	8.11E-02
scaffold2451_size53744_25818_40852	13972	-5.365762019	3.67E-06	9.55E-06	-7.88E-05	0.04025531	7.88E-02
scaffold2451_size53744_25818_40852	13979	-5.752123464	1.05E-06	2.07E-06	-8.56E-05	0.019786402	8.56E-02
scaffold2452_size53733_4101_53733	43866	5.312401217	4.36E-06	1.17E-05	8.56E-05	0.044123219	8.56E-02
scaffold2454_size53708	19694	-5.319471539	4.26E-06	1.14E-05	-6.77E-05	0.043711481	6.77E-02
scaffold2454_size53708	19734	-5.463309625	2.68E-06	6.55E-06	-7.57E-05	0.033618621	7.57E-02
scaffold2454_size53708	19744	-5.554977598	1.99E-06	4.58E-06	-7.76E-05	0.028719054	7.76E-02
scaffold2454_size53708	20503	-5.482378162	2.52E-06	6.08E-06	-7.78E-05	0.032369508	7.78E-02
scaffold2462_size53603	23546	-5.304996569	4.46E-06	1.20E-05	-1.44E-05	0.044647165	1.44E-02
scaffold2475_size53344	46212	-5.634787396	1.54E-06	3.33E-06	-5.99E-05	0.024983094	5.99E-02
scaffold2478_size53316	43871	-5.501414273	2.37E-06	5.65E-06	-5.64E-05	0.031409356	5.64E-02
scaffold2478_size53316	43878	-5.501414273	2.37E-06	5.65E-06	-5.64E-05	0.031409356	5.64E-02
scaffold2483_size53190	43149	-5.306718188	4.44E-06	1.20E-05	-9.74E-05	0.044538022	9.74E-02
scaffold2491_size53025	10708	-5.807770741	8.81E-07	1.65E-06	-4.92E-05	0.017400949	4.92E-02
scaffold2491_size53025	19574	-6.300507741	1.79E-07	2.01E-07	-6.59E-05	0.006091284	6.59E-02
scaffold2491_size53025	20921	-6.081984107	3.62E-07	5.22E-07	-0.00012314	0.010258161	1.23E-01
scaffold2491_size53025	30038	-5.284085773	4.77E-06	1.30E-05	-8.51E-05	0.046290613	8.51E-02
scaffold2491_size53025	46800	-5.887365227	6.81E-07	1.19E-06	-7.82E-05	0.015095514	7.82E-02
scaffold2491_size53025	47485	-5.329024102	4.13E-06	1.10E-05	-0.000149852	0.042973112	1.50E-01
scaffold2491_size53025	47942	-5.371122428	3.61E-06	9.35E-06	-5.90E-05	0.039972778	5.90E-02
scaffold2502_size52889	17475	-6.018471074	4.45E-07	6.84E-07	-9.31E-05	0.012013862	9.31E-02
scaffold2507_size52830_1_50415	16134	-5.358719442	3.75E-06	9.81E-06	-5.44E-05	0.040743687	5.44E-02
scaffold2513_size52747	24114	-5.428107638	3.00E-06	7.51E-06	-0.000113812	0.036076075	1.14E-01
scaffold2513_size52747	24122	-5.293434882	4.63E-06	1.26E-05	-0.00010453	0.045789777	1.05E-01
scaffold2513_size52747	24222	-5.787835704	9.39E-07	1.79E-06	-0.000121159	0.018222025	1.21E-01
scaffold2513_size52747	28070	-5.489849627	2.46E-06	5.91E-06	-0.000129341	0.031974949	1.29E-01
scaffold2513_size52747	28135	-5.834189538	8.08E-07	1.48E-06	-0.000129241	0.016431198	1.29E-01
scaffold2513_size52747	28618	-5.569476217	1.90E-06	4.32E-06	-0.000122896	0.028201028	1.23E-01
scaffold2513_size52747	28708	-5.236729022	5.55E-06	1.56E-05	-0.000124559	0.049756111	1.25E-01
scaffold2513_size52747	28786	-5.733325513	1.12E-06	2.24E-06	-0.000115422	0.020465681	1.15E-01
scaffold2513_size52747	28793	-6.05824248	3.91E-07	5.78E-07	-0.000123598	0.010943183	1.24E-01
scaffold2513_size52747	28798	-5.972708464	5.16E-07	8.31E-07	-0.000128598	0.012918124	1.29E-01
scaffold2513_size52747	28802	-5.861147384	7.41E-07	1.33E-06	-0.000124468	0.015822539	1.24E-01
scaffold2513_size52747	28953	-5.775241291	9.78E-07	1.89E-06	-0.000112434	0.018700087	1.12E-01
scaffold2513_size52747	28960	-5.706334374	1.22E-06	2.50E-06	-0.00011466	0.021414682	1.15E-01
scaffold2513_size52747	28976	-6.095754236	3.47E-07	4.92E-07	-0.000115696	0.010006008	1.16E-01
scaffold2513_size52747	29005	-5.928175207	5.96E-07	1.00E-06	-0.000111165	0.013935895	1.11E-01
scaffold2513_size52747	29092	-5.861398778	7.40E-07	1.32E-06	-0.000117539	0.015822539	1.18E-01
scaffold2513_size52747	29291	-5.612045493	1.66E-06	3.65E-06	-0.000122543	0.025999961	1.23E-01
scaffold2513_size52747	29736	-5.465070004	2.66E-06	6.51E-06	-9.69E-05	0.033537041	9.69E-02
scaffold2513_size52747	29867	-5.636520173	1.53E-06	3.31E-06	-0.00011953	0.024897523	1.20E-01
scaffold2513_size52747	30018	-5.440026725	2.89E-06	7.17E-06	-0.000113955	0.035258009	1.14E-01
scaffold2513_size52747	30529	-5.384268205	3.46E-06	8.89E-06	-0.000117309	0.039108231	1.17E-01
scaffold2513_size52747	30840	-5.25488523	5.24E-06	1.45E-05	-0.00011385	0.04852941	1.14E-01
scaffold2513_size52747	31192	-5.443935942	2.85E-06	7.07E-06	-0.000137251	0.035076491	1.37E-01
scaffold2513_size52747	31246	-5.322975525	4.21E-06	1.12E-05	-0.000110886	0.043428569	1.11E-01
scaffold2513_size52747	31830	-5.562555894	1.95E-06	4.44E-06	-0.000105588	0.028374768	1.06E-01
scaffold2513_size52747	32244	-5.314790607	4.32E-06	1.16E-05	-0.000104153	0.043988016	1.04E-01
scaffold2513_size52747	32269	-5.559044979	1.97E-06	4.50E-06	-0.000104737	0.028448849	1.05E-01
scaffold2513_size52747	32985	-5.756249364	1.04E-06	2.04E-06	-0.000121532	0.019584702	1.22E-01
scaffold2513_size52747	33177	-5.585353148	1.81E-06	4.06E-06	-0.000127996	0.027314329	1.28E-01
scaffold2513_size52747	33268	-6.110675487	3.30E-07	4.61E-07	-0.00013268	0.009645805	1.33E-01
scaffold2513_size52747	33730	-5.377999675	3.53E-06	9.11E-06	-0.000116665	0.039592068	1.17E-01
scaffold2513_size52747	33797	-6.129432435	3.11E-07	4.25E-07	-0.000108095	0.009247943	1.08E-01
scaffold2513_size52747	33823	-6.139008409	3.01E-07	4.08E-07	-0.0001135	0.00903927	1.14E-01
scaffold2513_size52747	34689	-5.622725233	1.60E-06	3.50E-06	-0.000101565	0.025632777	1.02E-01
scaffold2513_size52747	34819	-5.338751923	4.00E-06	1.06E-05	-8.32E-05	0.042056281	8.32E-02
scaffold2513_size52747	35475	-5.566378184	1.92E-06	4.37E-06	-0.000120956	0.028318873	1.21E-01
scaffold2513_size52747	35487	-5.588703256	1.79E-06	4.00E-06	-0.000120071	0.027215778	1.20E-01
scaffold2513_size52747	35551	-5.383539937	3.46E-06	8.92E-06	-0.000114588	0.039120724	1.15E-01
scaffold2513_size52747	35613	-5.594559519	1.75E-06	3.91E-06	-0.00011785	0.026926832	1.18E-01
scaffold2513_size52747	35718	-5.677229473	1.34E-06	2.81E-06	-0.000110754	0.02274885	1.11E-01
scaffold2513_size52747	35754	-5.407357122	3.21E-06	8.14E-06	-0.00011087	0.037562969	1.11E-01
scaffold2513_size52747	35791	-5.799520303	9.04E-07	1.71E-06	-0.000114748	0.017748079	1.15E-01
scaffold2513_size52747	35809	-5.835036936	8.06E-07	1.48E-06	-0.00011753	0.016431198	1.18E-01
scaffold2513_size52747	35995	-5.937297261	5.79E-07	9.64E-07	-0.00011947	0.01371336	1.19E-01
scaffold2513_size52747	37123	-5.607406234	1.68E-06	3.72E-06	-0.00011097	0.026252904	1.11E-01
scaffold2513_size52747	37566	-5.648726421	1.47E-06	3.15E-06	-0.000119861	0.024127283	1.20E-01
scaffold2513_size52747	37622	-5.873404293	7.12E-07	1.26E-06	-0.000128132	0.015601311	1.28E-01
scaffold2513_size52747	37636	-5.560613009	1.96E-06	4.48E-06	-0.000118334	0.028382699	1.18E-01
scaffold2513_size52747	37650	-5.499830314	2.38E-06	5.68E-06	-6.94E-05	0.031516457	6.94E-02
scaffold2513_size52747	37680	-6.140234005	3.00E-07	4.06E-07	-7.21E-05	0.009021973	7.21E-02
scaffold2513_size52747	37695	-6.048635311	4.04E-07	6.02E-07	-0.000114448	0.011202554	1.14E-01
scaffold2513_size52747	37733	-5.297591041	4.57E-06	1.24E-05	-0.000112453	0.045344459	1.12E-01
scaffold2513_size52747	37739	-5.301347041	4.51E-06	1.22E-05	-0.000106233	0.044909352	1.06E-01
scaffold2513_size52747	37819	-5.284652724	4.76E-06	1.30E-05	-0.000114478	0.046239424	1.14E-01
scaffold2513_size52747	38010	-5.298641403	4.55E-06	1.23E-05	-0.000128466	0.045228081	1.28E-01
scaffold2513_size52747	38062	-5.306074522	4.44E-06	1.20E-05	-0.000120516	0.044570923	1.21E-01
scaffold2513_size52747	38551	-5.88461146	6.87E-07	1.20E-06	-0.000121471	0.015165363	1.21E-01
scaffold2513_size52747	38736	-5.908105626	6.36E-07	1.09E-06	-0.000120947	0.014445413	1.21E-01
scaffold2513_size52747	38781	-5.508600028	2.32E-06	5.49E-06	-0.000108386	0.031171019	1.08E-01
scaffold2513_size52747	38810	-5.694751962	1.27E-06	2.62E-06	-0.000111155	0.021967119	1.11E-01
scaffold2513_size52747	38970	-5.793369558	9.23E-07	1.75E-06	-0.0001323	0.018009141	1.32E-01
scaffold2513_size52747	39034	-5.755978317	1.04E-06	2.04E-06	-0.000137449	0.019584702	1.37E-01
scaffold2513_size52747	40380	-5.496660567	2.41E-06	5.75E-06	-0.000116153	0.031622874	1.16E-01
scaffold2513_size52747	40423	-5.798385612	9.08E-07	1.72E-06	-0.000127303	0.017748079	1.27E-01
scaffold2517_size52676	12755	6.151343835	2.90E-07	3.87E-07	0.000105856	0.008734756	1.06E-01
scaffold2517_size52676	12757	5.871592519	7.16E-07	1.27E-06	8.62E-05	0.015680288	8.62E-02
scaffold2527_size52532	22266	5.731422301	1.13E-06	2.26E-06	0.000163406	0.020571136	1.63E-01
scaffold2536_size52374	1990	5.783733596	9.52E-07	1.82E-06	0.000191012	0.018410136	1.91E-01
scaffold2536_size52374	2015	5.317582275	4.28E-06	1.15E-05	0.000180774	0.043832096	1.81E-01
scaffold2536_size52374	19269	-6.86341994	2.91E-08	1.49E-08	-0.000134778	0.001241449	1.35E-01
scaffold2536_size52374	19476	-5.245704075	5.40E-06	1.50E-05	-9.85E-05	0.049075568	9.85E-02
scaffold2536_size52374	36098	-5.43398469	2.94E-06	7.34E-06	-6.57E-05	0.035743135	6.57E-02
scaffold2537_size52368	308	-5.284779634	4.76E-06	1.30E-05	-0.000103198	0.046233005	1.03E-01
scaffold2537_size52368	394	-5.258852898	5.17E-06	1.43E-05	-7.61E-05	0.048341985	7.61E-02
scaffold2540_size52249_15596_52249	11119	-5.443334416	2.86E-06	7.08E-06	-5.05E-05	0.035113935	5.05E-02
scaffold2555_size52054	8834	-6.226751528	2.27E-07	2.78E-07	-7.55E-05	0.007410959	7.55E-02
scaffold2555_size52054	32918	5.260852228	5.14E-06	1.42E-05	0.000104545	0.048151152	1.05E-01
scaffold2570_size51756	5897	5.265662526	5.06E-06	1.40E-05	0.000182971	0.047879086	1.83E-01
scaffold2570_size51756	5917	5.846949393	7.76E-07	1.41E-06	0.000187783	0.016168458	1.88E-01
scaffold2570_size51756	6581	5.272132949	4.96E-06	1.36E-05	0.00016149	0.047284321	1.61E-01
scaffold2575_size51640	36320	6.307465556	1.75E-07	1.95E-07	0.000107254	0.005988188	1.07E-01
scaffold2575_size51640	38126	-5.572822065	1.88E-06	4.26E-06	-0.000160947	0.028003715	1.61E-01
scaffold2577_size51634	47602	6.167442405	2.75E-07	3.61E-07	0.000136074	0.008454434	1.36E-01
scaffold2577_size51634	48064	7.240343276	8.70E-09	2.32E-09	7.14E-05	0.000505789	7.14E-02
scaffold2580_size51565	8686	-5.372003076	3.60E-06	9.32E-06	-0.000141271	0.039952324	1.41E-01
scaffold2584_size51478_18419_51478	2676	-5.584185021	1.81E-06	4.08E-06	-5.61E-05	0.027388427	5.61E-02
scaffold2584_size51478_18419_51478	4186	-5.303210703	4.49E-06	1.21E-05	-9.86E-05	0.044785558	9.86E-02
scaffold2600_size51174	38198	5.813393189	8.65E-07	1.61E-06	0.000324958	0.017193024	3.25E-01
scaffold2600_size51174	44510	-6.156240233	2.85E-07	3.79E-07	-7.53E-05	0.008696534	7.53E-02
scaffold2600_size51174	44525	6.251294677	2.10E-07	2.50E-07	0.000250266	0.006835513	2.50E-01
scaffold2608_size51005	37806	-5.234624769	5.59E-06	1.57E-05	-9.15E-05	0.049865013	9.15E-02
scaffold2608_size51005	38401	-5.649295671	1.47E-06	3.14E-06	-4.96E-05	0.024089878	4.96E-02
scaffold2619_size50859	44280	-5.842953248	7.86E-07	1.43E-06	-7.77E-05	0.016224321	7.77E-02
scaffold2620_size50831	45704	5.535757781	2.12E-06	4.94E-06	0.000188016	0.029870111	1.88E-01
scaffold2630_size50658	36314	-5.309922968	4.39E-06	1.18E-05	-5.57E-05	0.044252656	5.57E-02
scaffold2651_size50436	16696	-5.698182115	1.26E-06	2.58E-06	-7.11E-05	0.021758849	7.11E-02
scaffold2670_size50183	1494	-5.475814831	2.57E-06	6.24E-06	-6.08E-05	0.032912303	6.08E-02
scaffold2670_size50183	1728	-5.659528904	1.42E-06	3.02E-06	-7.26E-05	0.023692222	7.26E-02
scaffold2684_size49989	12968	-5.568940548	1.91E-06	4.33E-06	-9.65E-05	0.028201028	9.65E-02
scaffold2702_size49667	25151	-5.58663865	1.80E-06	4.04E-06	-0.000167697	0.027262909	1.68E-01
scaffold2702_size49667	25730	-6.360118158	1.47E-07	1.54E-07	-0.000139212	0.005382041	1.39E-01
scaffold2702_size49667	32594	-5.888221751	6.79E-07	1.18E-06	-0.000214624	0.015078299	2.15E-01
scaffold2705_size49600	46625	6.002125591	4.69E-07	7.34E-07	0.000168298	0.012236359	1.68E-01
scaffold2710_size49540	29202	-5.382428566	3.48E-06	8.96E-06	-7.20E-05	0.039235284	7.20E-02
scaffold2713_size49487	31801	-5.956061895	5.45E-07	8.91E-07	-6.28E-05	0.013147927	6.28E-02
scaffold2727_size49337	48759	-5.366988485	3.65E-06	9.50E-06	-0.000119702	0.04025531	1.20E-01
scaffold2732_size49206	7409	-5.310369205	4.38E-06	1.18E-05	-0.00017554	0.044228738	1.76E-01
scaffold2734_size49160	32883	6.174563729	2.69E-07	3.50E-07	9.28E-05	0.008337765	9.28E-02
scaffold2737_size49126	19309	5.457127555	2.73E-06	6.71E-06	9.68E-05	0.034124187	9.68E-02
scaffold2741_size49058	4275	-5.688855801	1.29E-06	2.68E-06	-0.000160283	0.022201362	1.60E-01
scaffold2744_size49012	28003	5.349719084	3.86E-06	1.01E-05	0.000118889	0.041338598	1.19E-01
scaffold2752_size48908	17681	-6.096921242	3.45E-07	4.89E-07	-0.000129203	0.009995962	1.29E-01
scaffold2758_size48836	12783	-5.493270562	2.43E-06	5.83E-06	-9.98E-05	0.031813315	9.98E-02
scaffold2766_size48654	30564	-5.626711684	1.58E-06	3.44E-06	-9.71E-05	0.025367231	9.71E-02
scaffold2771_size48600	9495	5.539770191	2.09E-06	4.86E-06	0.000148469	0.029758473	1.48E-01
scaffold2775_size48580	25418	5.694348142	1.27E-06	2.62E-06	6.43E-05	0.021967119	6.43E-02
scaffold2775_size48580	25419	5.694348142	1.27E-06	2.62E-06	6.43E-05	0.021967119	6.43E-02
scaffold2779_size48499	3150	-5.453125865	2.77E-06	6.82E-06	-2.54E-05	0.034473152	2.54E-02
scaffold2785_size93601_1_48383	32637	-5.303324959	4.48E-06	1.21E-05	-0.000106378	0.044785558	1.06E-01
scaffold2785_size93601_1_48383	32777	-5.989908682	4.88E-07	7.73E-07	-0.000125545	0.012557561	1.26E-01
scaffold2785_size93601_1_48383	32827	-6.12794569	3.12E-07	4.28E-07	-0.000132445	0.009247943	1.32E-01
scaffold2785_size93601_1_48383	33065	-5.414908189	3.13E-06	7.90E-06	-0.000114469	0.037045858	1.14E-01
scaffold2785_size93601_1_48383	33082	-5.679852348	1.33E-06	2.78E-06	-0.000118229	0.022699463	1.18E-01
scaffold2802_size48180	29767	-5.311240737	4.37E-06	1.17E-05	-8.55E-05	0.044194485	8.55E-02
scaffold2802_size48180	29818	-5.332271266	4.09E-06	1.08E-05	-7.84E-05	0.042746115	7.84E-02
scaffold2802_size48180	29928	-5.265870807	5.06E-06	1.39E-05	-5.98E-05	0.047879086	5.98E-02
scaffold2806_size48134	31485	-5.253223396	5.27E-06	1.46E-05	-7.52E-05	0.04852941	7.52E-02
scaffold2830_size47769	15139	-6.003139286	4.68E-07	7.30E-07	-9.27E-05	0.012236359	9.27E-02
scaffold2833_size47708	5720	-5.817217364	8.54E-07	1.59E-06	-9.63E-05	0.017012207	9.63E-02
scaffold2833_size47708	5747	-5.834865304	8.07E-07	1.48E-06	-0.00010088	0.016431198	1.01E-01
scaffold2833_size47708	7373	-5.314730366	4.32E-06	1.16E-05	-4.78E-05	0.043988016	4.78E-02
scaffold2834_size47706	6856	-6.313056819	1.72E-07	1.90E-07	-7.79E-05	0.005943254	7.79E-02
scaffold2847_size47470	13319	5.239506196	5.50E-06	1.54E-05	0.000137063	0.049565187	1.37E-01
scaffold2847_size47470	13402	5.594742602	1.75E-06	3.91E-06	0.000134239	0.026926832	1.34E-01
scaffold2847_size47470	13404	5.594742602	1.75E-06	3.91E-06	0.000134239	0.026926832	1.34E-01
scaffold2847_size47470	13421	5.525421905	2.19E-06	5.14E-06	0.000120897	0.030338213	1.21E-01
scaffold2847_size47470	13440	5.25557356	5.23E-06	1.45E-05	0.000118436	0.04852941	1.18E-01
scaffold2855_size47371	28982	5.546733645	2.05E-06	4.73E-06	9.01E-05	0.029212622	9.01E-02
scaffold2872_size47208	14296	-5.358929037	3.75E-06	9.80E-06	-7.10E-05	0.040734107	7.10E-02
scaffold2881_size47067	14385	-5.407782396	3.20E-06	8.12E-06	-5.95E-05	0.037562969	5.95E-02
scaffold2889_size46920	17094	-5.60069189	1.72E-06	3.82E-06	-0.00010124	0.026552347	1.01E-01
scaffold2906_size46620	17921	5.498986636	2.39E-06	5.70E-06	0.000205365	0.031573985	2.05E-01
scaffold2906_size46620	18027	5.536475187	2.12E-06	4.92E-06	0.000253759	0.029837584	2.54E-01
scaffold2906_size46620	18536	-5.772209007	9.88E-07	1.91E-06	-0.000295572	0.018845646	2.96E-01
scaffold2906_size46620	19369	5.560245269	1.96E-06	4.48E-06	0.000218726	0.028382699	2.19E-01
scaffold2906_size46620	19747	5.788566416	9.37E-07	1.79E-06	0.000293678	0.018222025	2.94E-01
scaffold2906_size46620	19760	5.917973623	6.16E-07	1.05E-06	0.000311899	0.014233189	3.12E-01
scaffold2906_size46620	19859	5.709402972	1.21E-06	2.47E-06	0.000307248	0.021324697	3.07E-01
scaffold2906_size46620	19896	5.320167878	4.25E-06	1.14E-05	0.000280902	0.043668498	2.81E-01
scaffold2906_size46620	24648	5.26855149	5.01E-06	1.38E-05	0.000263282	0.047673734	2.63E-01
scaffold2906_size46620	24688	5.431583099	2.97E-06	7.41E-06	0.000195863	0.035894721	1.96E-01
scaffold2906_size46620	25037	5.980852099	5.03E-07	8.03E-07	0.000195311	0.012753235	1.95E-01
scaffold2906_size46620	25074	5.444823957	2.84E-06	7.04E-06	0.000281456	0.035018483	2.81E-01
scaffold2906_size46620	25182	6.563486225	7.64E-08	6.11E-08	0.000213832	0.003036822	2.14E-01
scaffold2906_size46620	25199	5.420238711	3.08E-06	7.74E-06	0.00018267	0.03679207	1.83E-01
scaffold2906_size46620	25289	5.980720169	5.03E-07	8.03E-07	0.0001827	0.012753235	1.83E-01
scaffold2906_size46620	25325	5.5667931	1.92E-06	4.37E-06	0.000171671	0.028292806	1.72E-01
scaffold2906_size46620	27753	5.384155236	3.46E-06	8.90E-06	0.000192871	0.039108231	1.93E-01
scaffold2906_size46620	27765	5.650010246	1.47E-06	3.14E-06	0.000202637	0.02406992	2.03E-01
